GeneID	e125_1	e125_2	e125_3	e165_1	e165_2	e165_3	adult_1	adult_2	adult_3
ensmusg00000099990	0	0	0	0	0	0	0	0	0
ensmusg00000101527	0	0	0	0	0	0	0	0	0
ensmusg00000096698	0	0	0	0	0	0	0	0	0
ensmusg00000099855	0	0	0	0	0	0	0	0	0
ensmusg00000094623	0	0	0	0	0	0	0	0	0
ensmusg00000100928	0	0	0	0	0	0	0	0	0
ensmusg00000100384	0	0	0	0	0	0	0	0	0
ensmusg00000099695	0	0	0	0	0	0	0	0	0
ensmusg00000100399	0	0	0	0	0	0	0	0	0
ensmusg00000094789	0	0	0	0	0	0	0	0	0
ensmusg00000094444	0	0	0	0	0	0	0	0	0
ensmusg00000101423	0	0	0	0	0	0	0	0	0
ensmusg00000095626	0	0	0	0	0	0	0	0	0
ensmusg00000101761	0	0	0	0	0	0	0	0	0
ensmusg00000099493	0	0	0	0	0	0	0	0	0
ensmusg00000096777	0	0	0	0	0	0	0	0	0
ensmusg00000100739	0	0	0	0	0	0	0	0	0
ensmusg00000095345	0	0	0	0	0	0	0	0	0
ensmusg00000100709	0	0	0	0	0	0	0	0	0
ensmusg00000095968	0	0	0	0	0	0	0	0	0
ensmusg00000101779	0	0	0	0	0	0	0	0	0
ensmusg00000094529	0	0	0	0	0	0	0	0	0
ensmusg00000101745	0	0	0	0	0	0	0	0	0
ensmusg00000100957	0	0	0	0	0	0	0	0	0
ensmusg00000099756	0	0	0	0	0	0	0	0	0
ensmusg00000095263	0	0	0	0	0	0	0	0	0
ensmusg00000096272	0	0	0	0	0	0	0	0	0
ensmusg00000099426	0	0	0	0	0	0	0	0	0
ensmusg00000096711	0	0	0	0	0	0	0	0	0
ensmusg00000101728	0	0	0	0	0	0	0	0	0
ensmusg00000100509	0	0	0	0	0	0	0	0	0
ensmusg00000095553	0	0	0	0	0	0	0	0	0
ensmusg00000101099	0	0	0	0	0	0	0	0	0
ensmusg00000095049	0	0	0	0	0	0	0	0	0
ensmusg00000101601	0	0	0	0	0	0	0	0	0
ensmusg00000101516	0	0	0	0	0	0	0	0	0
ensmusg00000101359	0	0	0	0	0	0	0	0	0
ensmusg00000100790	0	0	0	0	0	0	0	0	0
ensmusg00000101302	0	0	0	0	0	0	0	0	0
ensmusg00000102125	0	0	0	0	0	0	0	0	0
ensmusg00000095011	0	0	0	0	0	0	0	0	0
ensmusg00000094064	0	0	0	0	0	0	0	0	0
ensmusg00000099461	0	0	0	0	0	0	0	0	0
ensmusg00000096532	0	0	0	0	0	0	0	0	0
ensmusg00000101681	0	0	0	0	0	0	0	0	0
ensmusg00000101870	0	0	0	0	0	0	0	0	0
ensmusg00000101472	0	0	0	0	0	0	0	0	0
ensmusg00000101407	0	0	0	0	0	0	0	0	0
ensmusg00000099500	0	0	0	0	0	0	0	0	0
ensmusg00000100097	0	0	0	0	0	0	0	0	0
ensmusg00000101474	0	0	0	0	0	0	0	0	0
ensmusg00000099737	0	0	0	0	0	0	0	0	0
ensmusg00000101417	0	0	0	0	0	0	0	0	0
ensmusg00000101654	0	0	0	0	0	0	0	0	0
ensmusg00000101808	0	0	0	0	0	0	0	0	0
ensmusg00000099910	0	0	0	0	0	0	0	0	0
ensmusg00000099818	0	0	0	0	0	0	0	0	0
ensmusg00000100500	0	0	0	0	0	0	0	0	0
ensmusg00000100677	0	0	0	0	0	0	0	0	0
ensmusg00000100171	0	0	0	0	0	0	0	0	0
ensmusg00000099463	0	0	0	0	0	0	0	0	0
ensmusg00000100745	0	0	0	0	0	0	0	0	0
ensmusg00000101341	0	0	0	0	0	0	0	0	0
ensmusg00000100193	0	0	0	0	0	0	0	0	0
ensmusg00000099651	0	0	0	0	0	0	0	0	0
ensmusg00000101787	0	0	0	0	0	0	0	0	0
ensmusg00000101043	0	0	0	0	0	0	0	0	0
ensmusg00000099390	0	0	0	0	0	0	0	0	0
ensmusg00000100422	0	0	0	0	0	0	0	0	0
ensmusg00000100385	0	0	0	0	0	0	0	0	0
ensmusg00000100064	0	0	0	0	0	0	0	0	0
ensmusg00000095793	0	0	0	0	0	0	0	0	0
ensmusg00000101626	0	0	0	0	0	0	0	0	0
ensmusg00000101091	0	0	0	0	0	0	0	0	0
ensmusg00000100229	0	0	0	0	0	0	0	0	0
ensmusg00000101691	0	0	0	0	0	0	0	0	0
ensmusg00000100540	0	0	0	0	0	0	0	0	0
ensmusg00000100244	0	0	0	0	0	0	0	0	0
ensmusg00000099799	0	0	0	0	0	0	0	0	0
ensmusg00000099999	0	0	0	0	0	0	0	0	0
ensmusg00000101806	0	0	0	0	0	0	0	0	0
ensmusg00000101632	0	0	0	0	0	0	0	0	0
ensmusg00000099525	0	0	0	0	0	0	0	0	0
ensmusg00000100749	0	0	0	0	0	0	0	0	0
ensmusg00000099963	0	0	0	0	0	0	0	0	0
ensmusg00000100299	0	0	0	0	0	0	0	0	0
ensmusg00000101127	0	0	0	0	0	0	0	0	0
ensmusg00000096650	0	0	0	0	0	0	0	0	0
ensmusg00000102058	0	0	0	0	0	0	0	0	0
ensmusg00000100034	0	0	0	0	0	0	0	0	0
ensmusg00000099589	0	0	0	0	0	0	0	0	0
ensmusg00000100263	0	0	0	0	0	0	0	0	0
ensmusg00000101575	0	0	0	0	0	0	0	0	0
ensmusg00000100785	0	0	0	0	0	0	0	0	0
ensmusg00000099822	0	0	0	0	0	0	0	0	0
ensmusg00000101781	0	0	0	0	0	0	0	0	0
ensmusg00000101271	0	0	0	0	0	0	0	0	0
ensmusg00000099504	0	0	0	0	0	0	0	0	0
ensmusg00000101377	0	0	0	0	0	0	0	0	0
ensmusg00000101709	0	0	0	0	0	0	0	0	0
ensmusg00000099814	0	0	0	0	0	0	0	0	0
ensmusg00000100316	0	0	0	0	0	0	0	0	0
ensmusg00000101284	0	0	0	0	0	0	0	0	0
ensmusg00000100651	0	0	0	0	0	0	0	0	0
ensmusg00000101933	0	0	0	0	0	0	0	0	0
ensmusg00000100647	0	0	0	0	0	0	0	0	0
ensmusg00000101815	0	0	0	0	0	0	0	0	0
ensmusg00000101538	0	0	0	0	0	0	0	0	0
ensmusg00000100983	0	0	0	0	0	0	0	0	0
ensmusg00000101820	0	0	0	0	0	0	0	0	0
ensmusg00000100283	0	0	0	0	0	0	0	0	0
ensmusg00000099832	0	0	0	0	0	0	0	0	0
ensmusg00000101246	0	0	0	0	0	0	0	0	0
ensmusg00000101382	0	0	0	0	0	0	0	0	0
ensmusg00000099967	0	0	0	0	0	0	0	0	0
ensmusg00000101161	0	0	0	0	0	0	0	0	0
ensmusg00000100705	0	0	0	0	0	0	0	0	0
ensmusg00000101157	0	0	0	0	0	0	0	0	0
ensmusg00000099712	0	0	0	0	0	0	0	0	0
ensmusg00000099586	0	0	0	0	0	0	0	0	0
ensmusg00000100066	0	0	0	0	0	0	0	0	0
ensmusg00000101879	0	0	0	0	0	0	0	0	0
ensmusg00000099412	0	0	0	0	0	0	0	0	0
ensmusg00000101831	0	0	0	0	0	0	0	0	0
ensmusg00000100428	0	0	0	0	0	0	0	0	0
ensmusg00000099601	0	0	0	0	0	0	0	0	0
ensmusg00000101704	0	0	0	0	0	0	0	0	0
ensmusg00000101349	0	0	0	0	0	0	0	0	0
ensmusg00000101710	0	0	0	0	0	0	0	0	0
ensmusg00000094575	0	0	0	0	0	0	0	0	0
ensmusg00000100952	0	0	0	0	0	0	0	0	0
ensmusg00000099730	0	0	0	0	0	0	0	0	0
ensmusg00000101873	0	0	0	0	0	0	0	0	0
ensmusg00000100203	0	0	0	0	0	0	0	0	0
ensmusg00000099460	0	0	0	0	0	0	0	0	0
ensmusg00000099807	0	0	0	0	0	0	0	0	0
ensmusg00000101435	0	0	0	0	0	0	0	0	0
ensmusg00000100883	0	0	0	0	0	0	0	0	0
ensmusg00000100892	0	0	0	0	0	0	0	0	0
ensmusg00000101050	0	0	0	0	0	0	0	0	0
ensmusg00000096379	0	0	0	0	0	0	0	0	0
ensmusg00000099793	0	0	0	0	0	0	0	0	0
ensmusg00000100699	0	0	0	0	0	0	0	0	0
ensmusg00000096438	0	0	0	0	0	0	0	1	0
ensmusg00000099351	0	0	0	0	0	0	0	0	0
ensmusg00000099489	0	0	0	0	0	0	0	0	0
ensmusg00000100845	0	0	0	0	0	0	0	0	0
ensmusg00000096275	0	0	0	0	0	0	0	0	0
ensmusg00000101771	0	0	0	0	0	0	0	0	0
ensmusg00000100719	0	0	0	0	0	0	0	0	0
ensmusg00000101740	0	0	0	0	0	0	0	0	0
ensmusg00000101292	0	0	0	0	0	0	0	0	0
ensmusg00000100588	0	0	0	0	0	0	0	0	0
ensmusg00000102050	0	0	0	0	0	0	0	0	0
ensmusg00000101040	0	0	0	0	0	0	0	0	0
ensmusg00000101272	0	0	0	0	0	0	0	0	0
ensmusg00000101633	0	0	0	0	0	0	0	0	0
ensmusg00000101727	0	0	0	0	0	0	0	0	0
ensmusg00000101124	0	0	0	0	0	0	0	0	0
ensmusg00000099723	0	0	0	0	0	0	0	0	0
ensmusg00000104381	0	0	0	0	0	0	0	0	0
ensmusg00000093895	0	0	0	0	0	0	0	0	0
ensmusg00000100043	0	0	0	0	0	0	0	0	0
ensmusg00000099786	0	0	0	0	0	0	0	0	0
ensmusg00000094354	0	0	0	0	0	0	0	0	0
ensmusg00000095725	0	0	0	0	0	0	0	0	0
ensmusg00000100900	0	0	0	0	0	0	0	0	0
ensmusg00000095433	0	0	0	0	0	0	0	0	0
ensmusg00000100508	0	0	0	0	0	0	0	0	0
ensmusg00000100771	0	0	0	0	0	0	0	0	0
ensmusg00000101090	0	0	0	0	0	0	0	0	0
ensmusg00000096533	0	0	0	0	0	0	0	0	0
ensmusg00000100644	0	0	0	0	0	0	0	0	0
ensmusg00000098868	0	0	0	0	0	0	0	0	0
ensmusg00000099228	0	0	0	0	0	0	0	0	0
ensmusg00000099379	0	0	0	0	0	0	0	0	0
ensmusg00000100070	0	0	0	0	0	0	0	0	0
ensmusg00000096885	0	0	0	0	0	0	0	0	0
ensmusg00000095452	0	0	0	0	0	0	0	0	0
ensmusg00000100797	0	0	0	0	0	0	0	0	0
ensmusg00000099645	0	0	0	0	0	0	0	0	0
ensmusg00000100091	0	0	0	0	0	0	0	0	0
ensmusg00000100649	0	0	0	0	0	0	0	0	0
ensmusg00000100196	0	0	0	0	0	0	0	0	0
ensmusg00000099628	0	0	0	0	0	0	0	0	0
ensmusg00000096120	0	0	0	0	0	0	0	0	0
ensmusg00000099897	0	0	0	0	0	0	0	0	0
ensmusg00000099785	0	0	0	0	0	0	0	0	0
ensmusg00000094071	0	0	0	0	0	0	0	0	0
ensmusg00000101536	0	0	0	0	0	0	0	0	0
ensmusg00000099652	0	0	0	0	0	0	0	0	0
ensmusg00000100737	0	0	0	0	0	0	0	0	0
ensmusg00000099780	0	0	0	0	0	0	0	0	0
ensmusg00000099849	0	0	0	0	0	0	0	0	0
ensmusg00000100822	0	0	0	0	0	0	0	0	0
ensmusg00000101471	0	0	0	0	0	0	0	0	0
ensmusg00000101455	0	0	0	0	0	0	0	0	0
ensmusg00000099700	0	0	0	0	0	0	0	0	0
ensmusg00000101811	0	0	0	0	0	0	0	0	0
ensmusg00000099833	0	0	0	0	0	0	0	0	0
ensmusg00000101247	0	0	0	0	0	0	0	0	0
ensmusg00000099408	0	0	0	0	0	0	0	0	0
ensmusg00000101207	0	0	0	0	0	0	0	0	0
ensmusg00000099542	0	0	0	0	0	0	0	0	0
ensmusg00000100107	0	0	0	0	0	0	0	0	0
ensmusg00000100051	0	0	0	0	0	0	0	0	0
ensmusg00000099977	0	0	0	0	0	0	0	0	0
ensmusg00000099415	0	0	0	0	0	0	0	0	0
ensmusg00000100953	0	0	0	0	0	0	0	0	0
ensmusg00000096332	0	0	0	0	0	0	0	0	0
ensmusg00000100693	0	0	0	0	0	0	0	0	0
ensmusg00000099638	0	0	0	0	0	0	0	0	0
ensmusg00000094181	0	0	0	0	0	0	0	0	0
ensmusg00000102081	0	0	0	0	0	0	0	0	0
ensmusg00000102031	0	0	0	0	0	0	0	0	0
ensmusg00000100408	0	0	0	0	0	0	0	0	0
ensmusg00000100991	0	0	0	0	0	0	0	0	0
ensmusg00000102116	0	0	0	0	0	0	0	0	0
ensmusg00000101649	0	0	0	0	0	0	0	0	0
ensmusg00000095353	0	0	0	0	0	0	0	0	0
ensmusg00000101802	0	0	0	0	0	0	0	0	0
ensmusg00000099790	0	0	0	0	0	0	0	0	0
ensmusg00000101594	0	0	0	0	0	0	0	0	0
ensmusg00000100011	0	0	0	0	0	0	0	0	0
ensmusg00000100974	0	0	0	0	0	0	0	0	0
ensmusg00000101675	0	0	0	0	0	0	0	0	0
ensmusg00000100499	0	0	0	0	0	0	0	0	0
ensmusg00000100256	0	0	0	0	0	0	0	0	0
ensmusg00000101003	0	0	0	0	0	0	0	0	0
ensmusg00000100640	0	0	0	0	0	0	0	0	0
ensmusg00000100628	0	0	0	0	0	0	0	0	0
ensmusg00000100989	0	0	0	0	0	0	0	0	0
ensmusg00000100003	0	0	0	0	0	0	0	0	0
ensmusg00000099462	0	0	0	0	0	0	0	0	0
ensmusg00000101434	0	0	0	0	0	0	0	0	0
ensmusg00000100061	0	0	0	0	0	0	0	0	0
ensmusg00000100611	0	0	0	0	0	0	0	0	0
ensmusg00000101138	0	0	0	0	0	0	0	0	0
ensmusg00000100871	0	0	0	0	0	0	0	0	0
ensmusg00000100716	0	0	0	0	0	0	0	0	0
ensmusg00000100325	0	0	0	0	0	0	0	0	0
ensmusg00000100048	0	0	0	0	0	0	0	0	0
ensmusg00000099789	0	0	0	0	0	0	0	0	0
ensmusg00000099593	0	0	0	0	0	0	0	0	0
ensmusg00000101109	0	0	0	0	0	0	0	0	0
ensmusg00000101541	0	0	0	0	0	0	0	0	0
ensmusg00000094782	0	0	0	0	0	0	0	0	0
ensmusg00000100852	0	0	0	0	0	0	0	0	0
ensmusg00000099532	0	0	0	0	0	0	0	0	0
ensmusg00000094170	0	0	0	0	0	0	0	0	0
ensmusg00000102054	0	0	0	0	0	0	0	0	0
ensmusg00000101131	0	0	0	0	0	0	0	0	0
ensmusg00000099339	0	0	0	0	0	0	0	0	0
ensmusg00000099674	0	0	0	0	0	0	0	0	0
ensmusg00000101069	0	0	0	0	0	0	0	0	0
ensmusg00000101653	0	0	0	0	0	0	0	0	0
ensmusg00000100423	0	0	0	0	0	0	0	0	0
ensmusg00000100023	0	0	0	0	0	0	0	0	0
ensmusg00000099915	0	0	0	0	0	0	0	0	0
ensmusg00000100086	0	0	0	0	0	0	0	0	0
ensmusg00000101310	0	0	0	0	0	0	0	0	0
ensmusg00000100646	0	0	0	0	0	0	0	0	0
ensmusg00000101200	0	0	0	0	0	0	0	0	0
ensmusg00000099903	0	0	0	0	0	0	0	0	0
ensmusg00000100972	0	0	0	0	0	0	0	0	0
ensmusg00000099409	0	0	0	0	0	0	0	0	0
ensmusg00000099522	0	0	0	0	0	0	0	0	0
ensmusg00000100938	0	0	0	0	0	0	0	0	0
ensmusg00000101821	0	0	0	0	0	0	0	0	0
ensmusg00000101950	0	0	0	0	0	0	0	0	0
ensmusg00000099441	0	0	0	0	0	0	0	0	0
ensmusg00000100411	0	0	0	0	0	0	0	0	0
ensmusg00000100970	0	0	0	0	0	0	0	0	0
ensmusg00000101204	0	0	0	0	0	0	0	0	0
ensmusg00000095979	0	0	0	0	0	0	0	0	0
ensmusg00000100564	0	0	0	0	0	0	0	0	0
ensmusg00000101215	0	0	0	0	0	0	0	0	0
ensmusg00000100206	0	0	0	0	0	0	0	0	0
ensmusg00000100765	0	0	0	0	0	0	0	0	0
ensmusg00000101475	0	0	0	0	0	0	0	0	0
ensmusg00000099713	0	0	0	0	0	0	0	0	0
ensmusg00000099831	0	0	0	0	0	0	0	0	0
ensmusg00000101868	0	0	0	0	0	0	0	0	0
ensmusg00000100914	0	0	0	0	0	0	0	0	0
ensmusg00000100338	0	0	0	0	0	0	0	0	0
ensmusg00000100541	0	0	0	0	0	0	0	0	0
ensmusg00000099367	0	0	0	0	0	0	0	0	0
ensmusg00000099666	0	0	0	0	0	0	0	0	0
ensmusg00000100331	0	0	0	0	0	0	0	0	0
ensmusg00000100390	0	0	0	0	0	0	0	0	0
ensmusg00000101263	0	0	0	0	0	0	0	0	0
ensmusg00000099986	0	0	0	0	0	0	0	0	0
ensmusg00000100118	0	0	0	0	0	0	0	0	0
ensmusg00000102122	0	0	0	0	0	0	0	0	0
ensmusg00000099513	0	0	0	0	0	0	0	0	0
ensmusg00000101552	0	0	0	0	0	0	0	0	0
ensmusg00000100388	0	0	0	0	0	0	0	0	0
ensmusg00000100802	0	0	0	0	0	0	0	0	0
ensmusg00000101752	0	0	0	0	0	0	0	0	0
ensmusg00000099867	0	0	0	0	0	0	0	0	0
ensmusg00000101193	0	0	0	0	0	0	0	0	0
ensmusg00000100915	0	0	0	0	0	0	0	0	0
ensmusg00000096769	0	0	0	0	0	0	0	0	0
ensmusg00000100365	0	0	0	0	0	0	0	0	0
ensmusg00000099985	0	0	0	0	0	0	0	0	0
ensmusg00000099916	0	0	0	0	0	0	0	0	0
ensmusg00000101631	0	0	0	0	0	0	0	0	0
ensmusg00000099613	0	0	0	0	0	0	0	0	0
ensmusg00000101557	0	0	0	0	0	0	0	0	0
ensmusg00000101222	0	0	0	0	0	0	0	0	0
ensmusg00000100787	0	0	0	0	0	0	0	0	0
ensmusg00000100098	0	0	0	0	0	0	0	0	0
ensmusg00000099709	0	0	0	0	0	0	0	0	0
ensmusg00000101002	0	0	0	0	0	0	0	0	0
ensmusg00000101019	0	0	0	0	0	0	0	0	0
ensmusg00000101684	0	0	0	0	0	0	0	0	0
ensmusg00000100820	0	0	0	0	0	0	0	0	0
ensmusg00000100232	0	0	0	0	0	0	0	0	0
ensmusg00000100485	0	0	0	0	0	0	0	0	0
ensmusg00000100947	0	0	0	0	0	0	0	0	0
ensmusg00000100461	0	0	0	0	0	0	0	0	0
ensmusg00000100248	0	0	0	0	0	0	0	0	0
ensmusg00000101623	0	0	0	0	0	0	0	0	0
ensmusg00000100996	0	0	0	0	0	0	0	0	0
ensmusg00000101515	0	0	0	0	0	0	0	0	0
ensmusg00000099559	0	0	0	0	0	0	0	0	0
ensmusg00000099637	0	0	0	0	0	0	0	0	0
ensmusg00000099565	0	0	0	0	0	0	0	0	0
ensmusg00000100343	0	0	0	0	0	0	0	0	0
ensmusg00000099494	0	0	0	0	0	0	0	0	0
ensmusg00000102044	0	0	0	0	0	0	0	0	0
ensmusg00000099745	0	0	0	0	0	0	0	0	0
ensmusg00000101883	0	0	0	0	0	0	0	0	0
ensmusg00000102022	0	0	0	0	0	0	0	0	0
ensmusg00000095606	0	0	0	0	0	0	0	0	0
ensmusg00000099725	0	0	0	0	0	0	0	0	0
ensmusg00000100853	0	0	0	0	0	0	0	0	0
ensmusg00000099506	0	0	0	0	0	0	0	0	0
ensmusg00000100584	0	0	0	0	0	0	0	0	0
ensmusg00000101987	0	0	0	0	0	0	0	0	0
ensmusg00000100072	0	0	0	0	0	0	0	0	0
ensmusg00000101570	0	0	0	0	0	0	0	0	0
ensmusg00000101885	0	0	0	0	0	0	0	0	0
ensmusg00000100095	0	0	0	0	0	0	0	0	0
ensmusg00000101420	0	0	0	0	0	0	0	0	0
ensmusg00000099654	0	0	0	0	0	0	0	0	0
ensmusg00000100834	0	0	0	0	0	0	0	0	0
ensmusg00000094729	0	0	0	0	0	0	0	0	0
ensmusg00000100332	0	0	0	0	0	0	0	0	0
ensmusg00000100678	0	0	0	0	0	0	0	0	0
ensmusg00000100507	0	0	0	0	0	0	0	0	0
ensmusg00000101547	0	0	0	0	0	0	0	0	0
ensmusg00000100401	0	0	0	0	0	0	0	0	0
ensmusg00000101992	0	0	0	0	0	0	0	0	0
ensmusg00000101367	0	0	0	0	0	0	0	0	0
ensmusg00000101665	0	0	0	0	0	0	0	0	0
ensmusg00000100778	0	0	0	0	0	0	0	0	0
ensmusg00000100835	0	0	0	0	0	0	0	0	0
ensmusg00000101446	0	0	0	0	0	0	0	0	0
ensmusg00000100045	0	0	0	0	0	0	0	0	0
ensmusg00000101018	0	0	0	0	0	0	0	0	0
ensmusg00000101178	0	0	0	0	0	0	0	0	0
ensmusg00000101566	0	0	0	0	0	0	0	0	0
ensmusg00000101190	0	0	0	0	0	0	0	0	0
ensmusg00000099942	0	0	0	0	0	0	0	0	0
ensmusg00000100864	0	0	0	0	0	0	0	0	0
ensmusg00000101368	0	0	0	0	0	0	0	0	0
ensmusg00000099682	0	0	0	0	0	0	0	0	0
ensmusg00000100227	0	0	0	0	0	0	0	0	0
ensmusg00000099456	0	0	0	0	0	0	0	0	0
ensmusg00000099594	0	0	0	0	0	0	0	0	0
ensmusg00000101267	0	0	0	0	0	0	0	0	0
ensmusg00000101783	0	0	0	0	0	0	0	0	0
ensmusg00000099466	0	0	0	0	0	0	0	0	0
ensmusg00000100089	0	0	0	0	0	0	0	0	0
ensmusg00000101542	0	0	0	0	0	0	0	0	0
ensmusg00000096518	0	0	0	0	0	0	0	0	0
ensmusg00000099509	0	0	0	0	0	0	0	0	0
ensmusg00000100424	0	0	0	0	0	0	0	0	0
ensmusg00000095985	0	0	0	0	0	0	0	0	0
ensmusg00000101490	0	0	0	0	0	0	0	0	0
ensmusg00000099993	0	0	0	0	0	0	0	0	0
ensmusg00000101534	0	0	0	0	0	0	0	0	0
ensmusg00000101364	0	0	0	0	0	0	0	0	0
ensmusg00000101422	0	0	0	0	0	0	0	0	0
ensmusg00000094570	0	0	0	0	0	0	0	0	0
ensmusg00000100488	0	0	0	0	0	0	0	0	0
ensmusg00000100184	0	0	0	0	0	0	0	0	0
ensmusg00000101967	0	0	0	0	0	0	0	0	0
ensmusg00000102035	0	0	0	0	0	0	0	0	0
ensmusg00000101228	0	0	0	0	0	0	0	0	0
ensmusg00000101723	0	0	0	0	0	0	0	0	0
ensmusg00000102056	0	0	0	0	0	0	0	0	0
ensmusg00000100052	0	0	0	0	0	0	0	0	0
ensmusg00000099442	0	0	0	0	0	0	0	0	0
ensmusg00000095135	0	0	0	0	0	0	0	0	0
ensmusg00000100195	0	0	0	0	0	0	0	0	0
ensmusg00000101148	0	0	0	0	0	0	0	0	0
ensmusg00000101580	0	0	0	0	0	0	0	0	0
ensmusg00000100054	0	0	0	0	0	0	0	0	0
ensmusg00000100207	0	0	0	0	0	0	0	0	0
ensmusg00000100142	0	0	0	0	0	0	0	0	0
ensmusg00000100889	0	0	0	0	0	0	0	0	0
ensmusg00000099607	0	0	0	0	0	0	0	0	0
ensmusg00000100242	0	0	0	0	0	0	0	0	0
ensmusg00000100167	0	0	0	0	0	0	0	0	0
ensmusg00000100144	0	0	0	0	0	0	0	0	0
ensmusg00000102103	0	0	0	0	0	0	0	0	0
ensmusg00000099527	0	0	0	0	0	0	0	0	0
ensmusg00000101045	0	0	0	0	0	0	0	0	0
ensmusg00000099920	0	0	0	0	0	0	0	0	0
ensmusg00000101021	0	0	0	0	0	0	0	0	0
ensmusg00000099485	0	0	0	0	0	0	0	0	0
ensmusg00000099548	0	0	0	0	0	0	0	0	0
ensmusg00000096875	0	0	0	0	0	0	0	0	0
ensmusg00000099978	0	0	0	0	0	0	0	0	0
ensmusg00000101150	0	0	0	0	0	0	0	0	0
ensmusg00000099595	0	0	0	0	0	0	0	0	0
ensmusg00000100539	0	0	0	0	0	0	0	0	0
ensmusg00000100073	0	0	0	0	0	0	0	0	0
ensmusg00000100223	0	0	0	0	0	0	0	0	0
ensmusg00000100772	0	0	0	0	0	0	0	0	0
ensmusg00000101782	0	0	0	0	0	0	0	0	0
ensmusg00000101155	0	0	0	0	0	0	0	0	0
ensmusg00000100295	0	0	0	0	0	0	0	0	0
ensmusg00000100578	0	0	0	0	0	0	0	0	0
ensmusg00000101245	0	0	0	0	0	0	0	0	0
ensmusg00000100456	0	0	0	0	0	0	0	0	0
ensmusg00000096122	0	0	0	0	0	0	0	0	0
ensmusg00000101943	0	0	0	0	0	0	0	0	0
ensmusg00000100724	0	0	0	0	0	0	0	0	0
ensmusg00000099388	0	0	0	0	0	0	0	0	0
ensmusg00000101399	0	0	0	0	0	0	0	0	0
ensmusg00000101350	0	0	0	0	0	0	0	0	0
ensmusg00000100614	0	0	0	0	0	0	0	0	0
ensmusg00000100501	0	0	0	0	0	0	0	0	0
ensmusg00000100083	0	0	0	0	0	0	0	0	0
ensmusg00000101991	0	0	0	0	0	0	0	0	0
ensmusg00000100076	0	0	0	0	0	0	0	0	0
ensmusg00000101100	0	0	0	0	0	0	0	0	0
ensmusg00000101744	0	0	0	0	0	0	0	0	0
ensmusg00000095807	0	0	0	0	0	0	0	0	0
ensmusg00000101317	0	0	0	0	0	0	0	0	0
ensmusg00000101244	0	0	0	0	0	0	0	0	0
ensmusg00000096626	0	0	0	0	0	0	0	0	0
ensmusg00000100085	0	0	0	0	0	0	0	0	0
ensmusg00000101424	0	0	0	0	0	0	0	0	0
ensmusg00000100264	0	0	0	0	0	0	0	0	0
ensmusg00000100715	0	0	0	0	0	0	0	0	0
ensmusg00000100582	0	0	0	0	0	0	0	0	0
ensmusg00000099551	0	0	0	0	0	0	0	0	0
ensmusg00000096347	0	0	0	0	0	0	0	0	0
ensmusg00000101531	0	0	0	0	0	0	0	0	0
ensmusg00000100425	0	0	0	0	0	0	0	0	0
ensmusg00000101005	0	0	0	0	0	0	0	0	0
ensmusg00000101300	0	0	0	0	0	0	0	0	0
ensmusg00000101426	0	0	0	0	0	0	0	0	0
ensmusg00000101891	0	0	0	0	0	0	0	0	0
ensmusg00000100238	0	0	0	0	0	0	0	0	0
ensmusg00000101103	0	0	0	0	0	0	0	0	0
ensmusg00000099866	0	0	0	0	0	0	0	0	0
ensmusg00000101110	0	0	0	0	0	0	0	0	0
ensmusg00000095141	0	0	0	0	0	0	0	0	0
ensmusg00000101910	0	0	0	0	0	0	0	0	0
ensmusg00000100579	0	0	0	0	0	0	0	0	0
ensmusg00000094217	0	0	0	0	0	0	0	0	0
ensmusg00000100057	0	0	0	0	0	0	0	0	0
ensmusg00000101592	0	0	0	0	0	0	0	0	0
ensmusg00000100609	0	0	0	0	0	0	0	0	0
ensmusg00000101993	0	0	0	0	0	0	0	0	0
ensmusg00000099935	0	0	0	0	0	0	0	0	0
ensmusg00000100667	0	0	0	0	0	0	0	0	0
ensmusg00000100012	0	0	0	0	0	0	0	0	0
ensmusg00000099836	0	0	0	0	0	0	0	0	0
ensmusg00000100575	0	0	0	0	0	0	0	0	0
ensmusg00000101676	0	0	0	0	0	0	0	0	0
ensmusg00000101510	0	0	0	0	0	0	0	0	0
ensmusg00000099393	0	0	0	0	0	0	0	0	0
ensmusg00000100404	0	0	0	0	0	0	0	0	0
ensmusg00000099865	0	0	0	0	0	0	0	0	0
ensmusg00000101353	0	0	0	0	0	0	0	0	0
ensmusg00000100726	0	0	0	0	0	0	0	0	0
ensmusg00000100474	0	0	0	0	0	0	0	0	0
ensmusg00000100757	0	0	0	0	0	0	0	0	0
ensmusg00000100606	0	0	0	0	0	0	0	0	0
ensmusg00000101170	0	0	0	0	0	0	0	0	0
ensmusg00000099355	0	0	0	0	0	0	0	0	0
ensmusg00000100559	0	0	0	0	0	0	0	0	0
ensmusg00000099739	0	0	0	0	0	0	0	0	0
ensmusg00000100874	0	0	0	0	0	0	0	0	0
ensmusg00000101689	0	0	0	0	0	0	0	0	0
ensmusg00000101285	0	0	0	0	0	0	0	0	0
ensmusg00000094821	0	0	0	0	0	0	0	0	0
ensmusg00000099626	0	0	0	0	0	0	0	0	0
ensmusg00000102108	0	0	0	0	0	0	0	0	0
ensmusg00000093950	0	0	0	0	0	0	0	0	0
ensmusg00000101323	0	0	0	0	0	0	0	0	0
ensmusg00000101326	0	0	0	0	0	0	0	0	0
